down | strategy | ncall | sigma_tot
1.00 | 0.00 | 100 | 111.104
1.00 | 0.00 | 150 | 111.104
1.00 | 0.00 | 200 | 111.104
1.00 | 0.00 | 250 | 111.104
1.00 | 1.00 | 70 | 111.104
1.00 | 1.00 | 80 | 111.104
1.00 | 1.00 | 90 | 111.104
1.00 | 1.00 | 100 | 111.104
1.00 | 1.00 | 150 | 111.104
1.00 | 1.00 | 200 | 111.104
1.00 | 1.00 | 250 | 111.104
1.00 | 2.00 | 70 | 111.104
1.00 | 2.00 | 80 | 111.104
1.00 | 2.00 | 90 | 111.104
1.00 | 2.00 | 100 | 111.104
1.00 | 2.00 | 150 | 111.104
1.00 | 2.00 | 200 | 111.104
1.00 | 2.00 | 250 | 111.104
