down | strategy | ncall | sigma_tot
0.96 | 0.00 | 150 | 108.612
0.96 | 0.00 | 200 | 108.552
0.96 | 0.00 | 250 | 108.382
0.96 | 1.00 | 70 | 109.955
0.96 | 1.00 | 80 | 109.315
0.96 | 1.00 | 90 | 109.315
0.96 | 1.00 | 100 | 108.572
0.96 | 1.00 | 150 | 108.612
0.96 | 1.00 | 200 | 108.552
0.96 | 1.00 | 250 | 108.382
0.96 | 2.00 | 90 | 108.629
0.96 | 2.00 | 200 | 106.709
0.96 | 2.00 | 250 | 108.839
0.97 | 0.00 | 70 | 109.956
0.97 | 0.00 | 80 | 109.418
0.97 | 0.00 | 90 | 109.418
0.97 | 0.00 | 100 | 108.558
0.97 | 0.00 | 150 | 108.631
0.97 | 0.00 | 200 | 108.528
0.97 | 0.00 | 250 | 108.626
0.97 | 1.00 | 70 | 109.956
0.97 | 1.00 | 80 | 109.418
0.97 | 1.00 | 90 | 109.418
0.97 | 1.00 | 100 | 108.558
0.97 | 1.00 | 150 | 108.631
0.97 | 1.00 | 200 | 108.528
0.97 | 1.00 | 250 | 108.626
0.97 | 2.00 | 90 | 108.536
0.97 | 2.00 | 200 | 108.316
0.97 | 2.00 | 250 | 108.560
0.98 | 0.00 | 70 | 109.956
0.98 | 0.00 | 80 | 109.608
0.98 | 0.00 | 90 | 108.573
0.98 | 0.00 | 100 | 108.573
0.98 | 0.00 | 150 | 108.637
0.98 | 0.00 | 200 | 108.580
0.98 | 0.00 | 250 | 108.554
0.98 | 1.00 | 70 | 109.956
0.98 | 1.00 | 80 | 109.608
0.98 | 1.00 | 90 | 108.573
0.98 | 1.00 | 100 | 108.573
0.98 | 1.00 | 150 | 108.637
0.98 | 1.00 | 200 | 108.580
0.98 | 1.00 | 250 | 108.554
0.98 | 2.00 | 90 | 108.601
0.98 | 2.00 | 200 | 107.626
0.98 | 2.00 | 250 | 108.787
0.99 | 0.00 | 70 | 109.957
0.99 | 0.00 | 80 | 109.002
0.99 | 0.00 | 90 | 109.002
0.99 | 0.00 | 100 | 108.811
0.99 | 0.00 | 150 | 108.591
0.99 | 0.00 | 200 | 108.612
0.99 | 0.00 | 250 | 108.637
0.99 | 1.00 | 70 | 109.957
0.99 | 1.00 | 80 | 109.002
0.99 | 1.00 | 90 | 109.002
0.99 | 1.00 | 100 | 108.811
0.99 | 1.00 | 150 | 108.591
0.99 | 1.00 | 200 | 108.612
0.99 | 1.00 | 250 | 108.637
0.99 | 2.00 | 90 | 108.725
0.99 | 2.00 | 150 | 108.598
0.99 | 2.00 | 200 | 108.681
0.99 | 2.00 | 250 | 108.631
1.00 | 0.00 | 70 | 109.944
1.00 | 0.00 | 80 | 108.962
1.00 | 0.00 | 90 | 108.922
1.00 | 0.00 | 100 | 108.691
1.00 | 0.00 | 150 | 108.687
1.00 | 0.00 | 200 | 108.687
1.00 | 0.00 | 250 | 108.687
1.00 | 1.00 | 70 | 109.944
1.00 | 1.00 | 80 | 108.962
1.00 | 1.00 | 90 | 108.922
1.00 | 1.00 | 100 | 108.691
1.00 | 1.00 | 150 | 108.687
1.00 | 1.00 | 200 | 108.687
1.00 | 1.00 | 250 | 108.687
1.00 | 2.00 | 100 | 108.687
1.00 | 2.00 | 150 | 108.687
1.00 | 2.00 | 200 | 108.687
1.00 | 2.00 | 250 | 108.687
