down | strategy | ncall | sigma_tot
0.99 | 0.00 | 200 | 104.242
0.99 | 1.00 | 60 | 104.108
0.99 | 1.00 | 65 | 104.164
0.99 | 1.00 | 70 | 104.164
0.99 | 1.00 | 75 | 104.164
0.99 | 1.00 | 80 | 104.217
0.99 | 1.00 | 85 | 104.217
0.99 | 1.00 | 90 | 104.243
0.99 | 1.00 | 95 | 104.243
0.99 | 1.00 | 100 | 104.243
0.99 | 1.00 | 150 | 104.238
0.99 | 1.00 | 200 | 104.242
0.99 | 2.00 | 85 | 104.106
0.99 | 2.00 | 150 | 104.334
0.99 | 2.00 | 200 | 104.295
1.00 | 0.00 | 60 | 104.281
1.00 | 0.00 | 65 | 104.281
1.00 | 0.00 | 70 | 104.281
1.00 | 0.00 | 75 | 104.281
1.00 | 0.00 | 80 | 104.281
1.00 | 0.00 | 85 | 104.281
1.00 | 0.00 | 90 | 104.281
1.00 | 0.00 | 95 | 104.281
1.00 | 0.00 | 100 | 104.281
1.00 | 0.00 | 150 | 104.281
1.00 | 0.00 | 200 | 104.281
1.00 | 1.00 | 60 | 104.281
1.00 | 1.00 | 65 | 104.281
1.00 | 1.00 | 70 | 104.281
1.00 | 1.00 | 75 | 104.281
1.00 | 1.00 | 80 | 104.281
1.00 | 1.00 | 85 | 104.281
1.00 | 1.00 | 90 | 104.281
1.00 | 1.00 | 95 | 104.281
1.00 | 1.00 | 100 | 104.281
1.00 | 1.00 | 150 | 104.281
1.00 | 1.00 | 200 | 104.281
1.00 | 2.00 | 60 | 104.280
1.00 | 2.00 | 65 | 104.280
1.00 | 2.00 | 70 | 104.280
1.00 | 2.00 | 75 | 104.280
1.00 | 2.00 | 80 | 104.280
1.00 | 2.00 | 85 | 104.280
1.00 | 2.00 | 90 | 104.280
1.00 | 2.00 | 95 | 104.280
1.00 | 2.00 | 100 | 104.280
1.00 | 2.00 | 150 | 104.280
1.00 | 2.00 | 200 | 104.280
